atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
1.49862e-05 1.96298e-06 2.09769e-06 6.74736e-06 3.37183e-06 2.72928e-06 3.05700e-06 1.87097e-05 -2.76694e-01
7.85599e-05 1.02629e-05 2.03029e-06 4.79998e-05 1.76740e-05 2.55318e-06 1.77989e-05 1.31751e-05 -5.02675e+00
7.85599e-05 1.02309e-05 1.96730e-06 4.88494e-05 1.76721e-05 1.70373e-06 1.74270e-05 1.07807e-05 -2.11990e+00
7.85599e-05 1.02015e-05 1.91077e-06 4.81277e-05 1.76701e-05 2.48330e-06 1.77533e-05 1.28438e-05 -3.58542e+00
7.85599e-05 1.01765e-05 1.86380e-06 4.85557e-05 1.76682e-05 1.74011e-06 1.77041e-05 1.07918e-05 -1.65058e+00
7.85599e-05 1.01584e-05 1.83015e-06 4.86708e-05 1.76663e-05 2.04951e-06 1.76058e-05 1.12249e-05 -3.18980e+00
7.85599e-05 1.01475e-05 1.80970e-06 4.87731e-05 1.76643e-05 1.90275e-06 1.76360e-05 1.21185e-05 -8.20760e-01
7.85599e-05 1.01415e-05 1.79827e-06 4.83261e-05 1.76624e-05 2.36162e-06 1.78682e-05 1.59290e-05 -5.56907e-01
7.85599e-05 1.01385e-05 1.79235e-06 4.89347e-05 1.76604e-05 1.80748e-06 1.75123e-05 1.23278e-05 -2.31747e+00
7.85599e-05 1.01403e-05 1.79484e-06 4.85612e-05 1.76585e-05 2.10701e-06 1.77360e-05 1.27403e-05 -1.62637e+00
7.85599e-05 1.01473e-05 1.80671e-06 4.90470e-05 1.76565e-05 1.62470e-06 1.75931e-05 1.11694e-05 5.08339e-03
7.85599e-05 1.01605e-05 1.82956e-06 4.88870e-05 1.76545e-05 1.77318e-06 1.77724e-05 1.34515e-05 5.02633e-01
7.85599e-05 1.01797e-05 1.86362e-06 4.84501e-05 1.76526e-05 2.22436e-06 1.76964e-05 1.45828e-05 -2.69536e-01
7.85599e-05 1.02050e-05 1.90972e-06 4.86837e-05 1.76506e-05 1.91397e-06 1.76914e-05 1.43787e-05 -6.42417e-01
2.38636e-05 3.10626e-06 1.96758e-06 1.27130e-05 5.36102e-06 2.66330e-06 5.49149e-06 1.85997e-05 -1.97812e+00
0.00000e+00 0.00000e+00 2.03530e-06 -2.39635e-06 0.00000e+00 2.21413e-06 3.81005e-25 2.02419e-05 6.90168e-01
6.94444e-06 9.11444e-07 2.10865e-06 9.74555e-07 1.56057e-06 3.45686e-06 1.56057e-06 2.07386e-05 -3.07110e+00
2.30429e-04 3.52725e-05 2.18117e-06 1.60539e-04 5.17954e-05 1.79346e-06 2.26373e-05 1.31908e-05 1.51164e+00
2.38636e-05 3.14766e-06 2.25001e-06 2.18020e-05 5.36532e-06 2.16424e-06 5.50237e-06 1.94906e-05 3.72925e-01
5.32407e-05 7.56087e-06 2.32221e-06 3.52191e-05 1.19742e-05 2.44390e-06 3.98287e-06 2.16867e-05 7.60224e-01
3.79630e-04 6.37874e-05 2.40547e-06 2.65554e-04 8.53946e-05 1.47195e-06 1.23331e-05 1.30904e-05 2.54596e-01
1.15741e-04 1.73697e-05 2.51989e-06 1.15153e-04 2.60412e-05 2.88094e-06 1.48631e-05 1.44714e-05 -4.06631e+00
1.04167e-04 1.59396e-05 2.72046e-06 7.94478e-05 2.34428e-05 2.07207e-06 1.25005e-05 1.16628e-05 2.26059e-01
2.31481e-06 3.15374e-07 3.00886e-06 -6.35257e-07 5.21076e-07 2.77095e-06 5.21076e-07 1.78711e-05 -4.59828e-01
9.49074e-05 1.46474e-05 3.33767e-06 6.57723e-05 2.13692e-05 2.25344e-06 1.21214e-05 1.66666e-05 9.67736e-01
1.57407e-04 2.52580e-05 3.66044e-06 1.13415e-04 3.54502e-05 2.15842e-06 1.62298e-05 1.22641e-05 2.09409e-02
6.25666e-05 8.74540e-06 3.97102e-06 3.70621e-05 1.40943e-05 2.59902e-06 1.38144e-05 1.48188e-05 -3.02331e-02
7.85599e-05 1.10560e-05 4.28732e-06 4.80071e-05 1.77012e-05 1.70646e-06 1.76683e-05 1.13489e-05 -5.13336e-02
7.87027e-05 1.11534e-05 4.59995e-06 4.75767e-05 1.77375e-05 2.19634e-06 1.80500e-05 1.52780e-05 -8.35816e-01
1.02543e-04 1.54123e-05 4.89631e-06 6.65505e-05 2.31157e-05 1.69551e-06 1.88096e-05 1.24259e-05 2.35099e+00
1.02543e-04 1.54312e-05 5.17757e-06 6.58959e-05 2.31207e-05 1.76570e-06 1.91738e-05 1.29924e-05 2.55713e+00
7.76703e-05 1.20265e-05 5.45183e-06 5.07971e-05 1.75162e-05 1.45802e-06 1.30063e-05 1.23294e-05 1.32762e+00
2.31481e-06 3.34686e-07 5.72481e-06 -1.47321e-06 5.22148e-07 2.87031e-06 5.22148e-07 2.06749e-05 8.21037e-01
2.50000e-04 4.30048e-05 5.98641e-06 1.83470e-04 5.64040e-05 2.48706e-06 2.09531e-05 1.43402e-05 -1.53718e+00
6.94444e-06 1.01332e-06 6.24048e-06 2.07828e-06 1.56711e-06 2.14906e-06 1.56711e-06 2.06965e-05 4.16322e+00
1.62037e-05 2.37728e-06 6.51582e-06 7.41488e-06 3.65735e-06 2.63221e-06 3.65735e-06 1.90590e-05 1.78558e+00
1.94444e-04 3.31634e-05 6.77925e-06 1.22046e-04 4.38974e-05 2.38683e-06 2.01702e-05 1.10300e-05 -3.27482e-01
2.31481e-05 3.42163e-06 7.00931e-06 2.55192e-05 5.22698e-06 3.03963e-06 5.22554e-06 1.82749e-05 -1.61676e+00
1.15741e-05 1.71586e-06 7.22589e-06 6.76335e-06 2.61409e-06 2.44343e-06 2.53335e-06 1.83630e-05 1.72351e-01
1.48148e-04 2.44713e-05 7.43524e-06 1.00661e-04 3.34666e-05 2.42760e-06 1.67082e-05 1.26255e-05 -2.35443e+00
5.55556e-05 8.50715e-06 7.62477e-06 3.38696e-05 1.25526e-05 1.64793e-06 1.54456e-05 1.61557e-05 2.36320e+00
3.75000e-04 7.08614e-05 7.80509e-06 2.66842e-04 8.47474e-05 2.93995e-06 7.41684e-06 1.85079e-05 -3.38446e-01
1.85185e-05 2.77439e-06 8.05014e-06 3.16623e-05 4.18592e-06 2.72244e-06 4.18592e-06 1.69317e-05 -9.51304e-01
1.55093e-04 2.74020e-05 8.40302e-06 1.14615e-04 3.50643e-05 2.45855e-06 1.40734e-05 1.22434e-05 -1.21644e+00
7.40741e-05 1.17213e-05 8.77727e-06 4.63189e-05 1.67507e-05 2.06981e-06 1.28933e-05 1.39959e-05 -8.97401e-01
3.93518e-05 6.18042e-06 9.14443e-06 2.33355e-05 8.90056e-06 1.89577e-06 8.94485e-06 1.61234e-05 5.37045e-01
2.77778e-05 4.22841e-06 9.47470e-06 1.43311e-05 6.28404e-06 2.69904e-06 6.28404e-06 1.59445e-05 -1.38397e+00
8.79630e-05 1.55515e-05 9.75700e-06 6.06077e-05 1.99035e-05 2.60259e-06 9.12489e-06 1.64940e-05 4.23141e-01
3.24074e-05 5.02357e-06 1.00543e-05 1.78333e-05 7.33437e-06 2.53249e-06 6.98248e-06 1.74035e-05 -1.86441e+00
6.94444e-06 1.11334e-06 1.28107e-05 1.71841e-06 1.57197e-06 2.51511e-06 1.31192e-06 1.96739e-05 -3.73101e-01
8.44907e-04 1.73474e-04 1.67155e-05 4.79927e-04 1.91295e-04 1.48723e-06 1.04190e-05 1.34508e-05 1.26640e-02
5.55556e-05 1.01592e-05 2.79702e-05 1.69995e-04 1.25808e-05 2.13330e-06 8.42022e-06 1.63307e-05 -1.73014e+00
1.38889e-05 2.50040e-06 4.76004e-05 4.24167e-05 3.14585e-06 2.05337e-06 3.14585e-06 1.78263e-05 3.96490e-01
5.32407e-05 9.70597e-06 5.71965e-05 3.61371e-05 1.20615e-05 2.14484e-06 1.20581e-05 1.38696e-05 -7.47588e-01
2.01389e-04 4.58965e-05 5.90109e-05 1.47156e-04 4.56331e-05 1.86462e-06 7.00286e-06 1.68629e-05 2.32591e+00
9.25926e-06 1.70027e-06 6.18900e-05 2.77165e-06 2.09850e-06 2.75719e-06 2.09850e-06 1.96514e-05 2.35498e-01
1.87500e-04 4.10850e-05 6.18332e-05 1.19160e-04 4.25030e-05 1.84737e-06 1.43713e-05 1.53892e-05 1.16886e-01
6.48148e-05 1.18857e-05 6.06229e-05 4.51149e-05 1.46953e-05 2.47354e-06 1.45989e-05 1.55709e-05 2.05131e-01
2.03704e-04 4.36958e-05 5.95647e-05 1.19415e-04 4.61945e-05 2.19790e-06 1.86790e-05 1.15329e-05 5.33019e-01
2.31481e-06 4.22564e-07 5.91239e-05 1.60402e-05 5.25042e-07 2.88810e-06 5.25042e-07 2.00858e-05 -9.00558e-01
0.00000e+00 0.00000e+00 5.91372e-05 -2.94906e-07 0.00000e+00 3.15106e-06 7.94063e-24 1.90155e-05 -4.30834e+00
9.25926e-05 1.95892e-05 5.58220e-05 6.21391e-05 2.10102e-05 2.04235e-06 9.07275e-06 1.48838e-05 -1.24625e+00
1.64352e-04 3.63070e-05 5.14803e-05 8.81507e-05 3.73007e-05 2.57664e-06 8.10732e-06 1.43940e-05 -4.17818e+00
4.62963e-05 8.55968e-06 4.86742e-05 5.03319e-05 1.05094e-05 2.30444e-06 9.30607e-06 1.62557e-05 2.09960e-01
7.40741e-05 1.46467e-05 4.79609e-05 5.11342e-05 1.68184e-05 1.68909e-06 1.07451e-05 1.43117e-05 1.22590e+00
9.02778e-05 1.77672e-05 4.73475e-05 5.71264e-05 2.05016e-05 2.49222e-06 1.33790e-05 1.72535e-05 -8.89046e-01
1.73611e-04 3.78594e-05 4.70888e-05 1.24587e-04 3.94341e-05 1.50664e-06 9.59014e-06 1.46323e-05 8.98009e-01
1.62037e-05 2.90548e-06 4.91613e-05 7.65036e-06 3.68126e-06 1.92232e-06 3.68126e-06 1.74287e-05 2.22712e-01
3.86574e-04 8.81590e-05 4.96777e-05 2.19842e-04 8.78420e-05 2.63246e-06 6.83045e-06 1.88361e-05 -2.11568e+00
9.25926e-05 1.97215e-05 5.36884e-05 1.17231e-04 2.10442e-05 1.74790e-06 8.16600e-06 1.72365e-05 1.28296e+00
2.75463e-04 6.16191e-05 6.19285e-05 1.48661e-04 6.26191e-05 2.15679e-06 1.61550e-05 1.56407e-05 2.59133e-01
3.93518e-05 7.31173e-06 6.89335e-05 6.95423e-05 8.94737e-06 2.45318e-06 8.93128e-06 1.46188e-05 -1.79688e+00
1.52778e-04 3.08331e-05 7.39320e-05 1.05412e-04 3.47437e-05 1.48631e-06 2.51757e-05 9.35191e-06 -8.50941e-02
2.31481e-06 4.32740e-07 7.55867e-05 1.35657e-06 5.26525e-07 1.63656e-06 5.26525e-07 1.90545e-05 1.26093e+00
9.49074e-05 1.99150e-05 7.37777e-05 6.06290e-05 2.15918e-05 2.13599e-06 7.55107e-06 1.65002e-05 -1.24988e+00
3.40278e-04 8.07167e-05 7.18737e-05 2.53515e-04 7.74220e-05 1.15546e-06 9.43803e-06 1.57114e-05 7.10154e-01
1.20370e-04 2.64956e-05 8.03345e-05 8.02067e-05 2.73873e-05 1.89297e-06 1.15983e-05 1.35034e-05 9.33824e-01
1.15741e-05 2.18390e-06 8.32934e-05 4.14158e-06 2.63338e-06 2.54253e-06 2.63338e-06 1.65151e-05 -2.58066e+00
4.93056e-04 1.14846e-04 7.99887e-05 2.84123e-04 1.12182e-04 1.08686e-06 2.11860e-05 8.71952e-06 -8.65966e-01
2.31481e-06 4.39370e-07 8.59316e-05 5.55362e-05 5.26673e-07 2.37173e-06 5.26673e-07 1.81215e-05 1.75686e-02
4.62963e-05 9.39004e-06 9.13274e-05 3.92167e-05 1.05334e-05 1.57536e-06 8.23953e-06 1.77883e-05 2.00069e+00
4.16667e-05 7.89043e-06 8.73661e-05 2.41099e-05 9.48003e-06 2.09877e-06 9.48003e-06 1.31071e-05 -9.55283e-01
6.94444e-05 1.30465e-05 7.99890e-05 3.85322e-05 1.58000e-05 2.16407e-06 1.57924e-05 1.11975e-05 -1.39740e+00
2.31481e-06 4.32064e-07 7.22446e-05 -1.30008e-06 5.26664e-07 2.59867e-06 5.26664e-07 2.08751e-05 -1.00806e+00
0.00000e+00 0.00000e+00 6.47562e-05 -2.44969e-06 0.00000e+00 2.43652e-06 0.00000e+00 1.72577e-05 -1.77423e+00
0.00000e+00 0.00000e+00 5.70337e-05 -1.52369e-06 0.00000e+00 1.44954e-06 0.00000e+00 2.22503e-05 3.90241e+00
3.21759e-04 7.25174e-05 5.01057e-05 2.34976e-04 7.32052e-05 2.21887e-06 9.82344e-06 1.35417e-05 -1.89555e+00
2.63889e-04 5.50154e-05 4.93611e-05 1.73634e-04 6.00385e-05 1.31642e-06 2.15269e-05 7.66496e-06 -2.61130e+00
4.39815e-05 8.73809e-06 5.43452e-05 3.49304e-05 1.00064e-05 8.15113e-07 8.50931e-06 1.49838e-05 6.45991e-02
4.76852e-04 1.08706e-04 6.19278e-05 3.06786e-04 1.08489e-04 1.61231e-06 2.10653e-05 9.40907e-06 -3.26992e+00
4.16667e-05 7.86581e-06 7.99497e-05 5.76798e-05 9.47961e-06 1.90275e-06 9.47346e-06 1.66642e-05 3.61445e+00
1.38889e-05 2.63590e-06 8.82541e-05 1.32566e-05 3.15985e-06 1.54791e-06 3.15985e-06 2.18573e-05 3.76612e+00
1.38889e-05 2.62349e-06 8.46802e-05 6.39002e-06 3.15983e-06 2.23679e-06 3.15983e-06 2.02801e-05 2.32832e+00
8.33333e-05 1.70647e-05 7.62111e-05 5.12092e-05 1.89589e-05 2.17988e-06 1.28715e-05 1.90412e-05 7.07060e-01
1.62037e-05 2.99275e-06 6.76445e-05 7.17041e-06 3.68643e-06 2.25452e-06 3.68643e-06 2.12011e-05 1.69675e+00
2.15278e-04 4.47441e-05 6.03591e-05 1.33170e-04 4.89766e-05 2.55393e-06 2.56644e-05 1.25085e-05 -1.46929e+00
6.94444e-06 1.25660e-06 5.52779e-05 8.96030e-06 1.57988e-06 2.86141e-06 1.57988e-06 2.18508e-05 1.23210e+00
3.95833e-04 9.02587e-05 5.38923e-05 2.61705e-04 9.00525e-05 1.97093e-06 9.94224e-06 1.97801e-05 1.40143e+00
6.71296e-05 1.40271e-05 6.06632e-05 6.97129e-05 1.52720e-05 2.31518e-06 7.90115e-06 1.82301e-05 9.32888e-01
1.22685e-04 2.70145e-05 6.66382e-05 8.31753e-05 2.79107e-05 2.94214e-06 9.75622e-06 1.92934e-05 -6.68383e-01
2.31481e-06 4.27852e-07 6.76033e-05 3.34795e-06 5.26613e-07 2.93136e-06 5.26613e-07 2.21469e-05 -3.09034e-01
6.94444e-06 1.27493e-06 6.51267e-05 1.21477e-06 1.57983e-06 3.49262e-06 1.57983e-06 2.78622e-05 -1.53369e-01
1.15741e-04 2.51534e-05 5.93137e-05 7.75896e-05 2.63303e-05 3.01605e-06 9.15892e-06 2.05228e-05 -7.86034e-01
0.00000e+00 0.00000e+00 5.34984e-05 -2.28143e-06 0.00000e+00 2.98448e-06 -1.34447e-26 2.32500e-05 -9.98505e-01
6.48148e-05 1.19736e-05 4.89263e-05 3.73635e-05 1.47447e-05 2.23122e-06 1.30829e-05 1.90660e-05 2.69918e+00
1.06481e-04 2.20795e-05 4.45001e-05 7.19686e-05 2.42231e-05 1.98411e-06 9.47705e-06 1.95150e-05 2.49998e-01
4.83796e-04 1.03189e-04 4.19647e-05 2.68800e-04 1.10032e-04 2.08268e-06 2.91018e-05 1.52166e-05 -1.32061e+00
2.31481e-06 4.14266e-07 4.64162e-05 6.12830e-05 5.26344e-07 2.23832e-06 3.92830e-06 2.17654e-05 1.28838e+00
0.00000e+00 0.00000e+00 5.42398e-05 1.04825e-05 0.00000e+00 2.95710e-06 -3.67561e-25 2.22169e-05 -7.16401e-01
6.94444e-06 1.25713e-06 5.55355e-05 3.87751e-06 1.57822e-06 2.22870e-06 1.53130e-06 2.24582e-05 1.01777e+00
6.94444e-06 1.25542e-06 5.23718e-05 2.26812e-06 1.57790e-06 2.04355e-06 1.62482e-06 1.91938e-05 6.08356e-01
0.00000e+00 0.00000e+00 4.75973e-05 -2.92950e-06 0.00000e+00 2.90033e-06 0.00000e+00 2.05548e-05 -1.06985e+00
0.00000e+00 0.00000e+00 4.24744e-05 -1.82138e-06 0.00000e+00 1.63417e-06 1.26383e-22 2.22868e-05 2.29916e+00
0.00000e+00 0.00000e+00 3.75502e-05 -1.94095e-06 0.00000e+00 1.84526e-06 7.62010e-25 2.15464e-05 -4.87889e-02
0.00000e+00 0.00000e+00 3.30722e-05 -2.33281e-06 0.00000e+00 2.15240e-06 -7.88900e-25 2.19189e-05 1.86380e+00
1.15741e-05 1.96143e-06 2.91223e-05 3.95303e-06 2.62665e-06 2.98753e-06 2.62665e-06 1.97939e-05 -2.02772e+00
2.31481e-05 3.87172e-06 2.56807e-05 1.18616e-05 5.25202e-06 2.14770e-06 5.24977e-06 1.90845e-05 -1.23081e+00
4.62963e-06 7.67043e-07 2.27485e-05 7.79529e-07 1.05015e-06 1.93743e-06 1.05015e-06 2.04040e-05 1.72978e+00
4.86111e-05 7.98716e-06 2.03588e-05 2.70456e-05 1.10238e-05 2.55280e-06 1.09223e-05 1.70027e-05 -2.15113e+00
6.94444e-06 1.12966e-06 1.83388e-05 1.71037e-06 1.57445e-06 2.50485e-06 1.57445e-06 1.83389e-05 -1.48052e+00
4.86111e-05 8.13769e-06 1.67497e-05 2.84300e-05 1.10184e-05 2.57145e-06 9.39318e-06 1.74290e-05 -7.11691e-01
2.31481e-06 3.68363e-07 1.53779e-05 -1.42904e-06 5.24553e-07 2.82633e-06 5.24553e-07 2.40859e-05 2.89491e+00
1.38889e-05 2.19918e-06 1.42415e-05 6.13192e-06 3.14651e-06 2.34901e-06 3.14651e-06 2.28269e-05 2.52705e+00
1.22685e-04 2.10092e-05 1.32475e-05 7.94471e-05 2.77870e-05 2.84354e-06 1.92672e-05 1.96343e-05 3.94451e-01
8.33333e-05 1.48002e-05 1.23446e-05 5.57585e-05 1.88693e-05 2.70010e-06 1.00105e-05 2.23239e-05 1.77112e+00
0.00000e+00 0.00000e+00 1.17489e-05 -3.12942e-06 0.00000e+00 3.10012e-06 -5.97765e-26 2.87834e-05 4.68563e-01
0.00000e+00 0.00000e+00 1.14819e-05 -3.41137e-06 0.00000e+00 3.39832e-06 1.19553e-25 2.64908e-05 -1.10669e+00
1.01852e-04 1.74607e-05 1.12298e-05 6.84499e-05 2.30445e-05 1.26829e-06 1.45111e-05 1.81388e-05 4.96241e+00
2.54630e-05 3.91994e-06 1.08755e-05 1.25840e-05 5.75961e-06 3.15955e-06 5.75961e-06 2.16841e-05 2.20220e+00
3.00926e-05 4.63332e-06 1.06429e-05 1.63148e-05 6.80503e-06 2.25601e-06 6.80502e-06 1.75707e-05 2.17003e+00
1.20370e-04 2.08545e-05 1.05752e-05 8.17337e-05 2.72129e-05 2.17761e-06 1.54819e-05 1.82572e-05 2.93073e+00
2.31481e-06 3.56033e-07 1.05174e-05 -1.48217e-06 5.23187e-07 2.88406e-06 5.23187e-07 2.13473e-05 1.37088e+00
1.85185e-04 3.47611e-05 1.04836e-05 1.03424e-04 4.18439e-05 3.12169e-06 1.01900e-05 2.36368e-05 1.89361e-01
0.00000e+00 0.00000e+00 1.04624e-05 2.45942e-05 0.00000e+00 3.70531e-06 0.00000e+00 2.98766e-05 -1.58903e+00
1.64352e-04 3.07830e-05 1.04671e-05 9.41187e-05 3.71167e-05 2.95218e-06 9.35804e-06 2.63378e-05 1.16617e+00
2.31481e-06 3.56216e-07 1.05282e-05 2.58748e-05 5.22630e-07 2.75402e-06 5.22630e-07 2.74590e-05 2.27796e+00
3.12500e-04 5.79207e-05 1.14145e-05 2.13304e-04 7.05463e-05 2.95614e-06 2.01796e-05 1.98638e-05 -1.45107e+00
9.25926e-06 1.45231e-06 1.28536e-05 1.87599e-05 2.09030e-06 3.06509e-06 6.38191e-06 2.78725e-05 -6.90462e-01
0.00000e+00 0.00000e+00 1.55913e-05 -1.06420e-06 0.00000e+00 3.40540e-06 7.62010e-25 3.03375e-05 1.07066e+00
0.00000e+00 0.00000e+00 1.74281e-05 -2.74950e-06 0.00000e+00 2.94429e-06 1.39284e-38 2.85696e-05 3.24560e+00
3.24074e-05 5.24995e-06 1.78783e-05 1.68426e-05 7.31649e-06 2.93342e-06 7.30569e-06 2.76455e-05 2.58415e+00
1.15741e-05 1.86638e-06 1.74147e-05 3.69779e-06 2.61309e-06 3.35298e-06 2.61309e-06 2.59552e-05 -4.89293e-01
0.00000e+00 0.00000e+00 1.65601e-05 -3.02919e-06 0.00000e+00 2.96288e-06 1.19553e-25 2.54210e-05 1.46671e+00
4.86111e-05 7.79053e-06 1.55858e-05 2.65391e-05 1.09754e-05 3.28110e-06 1.09103e-05 2.29810e-05 -4.30467e-01
2.31481e-06 3.69113e-07 1.44457e-05 -2.26049e-06 5.22648e-07 3.62665e-06 5.22648e-07 2.85497e-05 -1.67066e+00
1.50463e-04 2.81895e-05 1.35030e-05 1.02742e-04 3.39728e-05 2.87332e-06 1.21791e-05 1.80563e-05 -1.06245e-01
1.66667e-04 3.13247e-05 1.26928e-05 1.07643e-04 3.76321e-05 2.36704e-06 1.18063e-05 1.84235e-05 1.05722e+00
2.31481e-06 3.62563e-07 1.24810e-05 1.32163e-05 5.22678e-07 3.57345e-06 5.22678e-07 2.44588e-05 -1.42055e+00
0.00000e+00 0.00000e+00 1.29794e-05 -5.92224e-07 0.00000e+00 2.78396e-06 -2.68893e-26 2.34226e-05 2.16582e-01
0.00000e+00 0.00000e+00 1.32431e-05 -3.41248e-06 0.00000e+00 3.64523e-06 2.01205e-24 2.86547e-05 -2.58229e+00
0.00000e+00 0.00000e+00 1.31242e-05 -1.78044e-06 0.00000e+00 1.55388e-06 -1.19553e-25 2.45818e-05 4.21834e+00
0.00000e+00 0.00000e+00 1.26422e-05 -4.13044e-06 0.00000e+00 4.12630e-06 2.83166e-25 2.32791e-05 -5.98034e+00
1.27315e-04 2.04843e-05 1.20569e-05 7.90182e-05 2.87500e-05 2.32497e-06 2.04165e-05 1.26425e-05 -1.87480e+00
0.00000e+00 0.00000e+00 1.12848e-05 -2.50332e-06 0.00000e+00 2.42814e-06 5.03702e-06 2.12145e-05 -1.00380e+00
0.00000e+00 0.00000e+00 1.08340e-05 -3.17416e-06 0.00000e+00 3.12118e-06 0.00000e+00 2.19230e-05 -1.43017e+00
5.55556e-05 9.82928e-06 1.05730e-05 3.73902e-05 1.25462e-05 2.08528e-06 6.12378e-06 2.60759e-05 2.38217e+00
0.00000e+00 0.00000e+00 1.04678e-05 -3.06572e-06 0.00000e+00 3.02700e-06 -1.34447e-26 2.91320e-05 -8.50210e-01
4.62963e-06 7.11196e-07 1.03673e-05 -6.12185e-08 1.04555e-06 2.91306e-06 1.04555e-06 2.68991e-05 -1.70281e+00
0.00000e+00 0.00000e+00 1.02712e-05 -2.80995e-06 0.00000e+00 2.74832e-06 0.00000e+00 3.49033e-05 7.43473e-01
0.00000e+00 0.00000e+00 1.01715e-05 -2.83016e-06 0.00000e+00 2.78656e-06 -7.88086e-24 2.81855e-05 -5.62729e-01
6.94444e-06 1.06378e-06 1.00730e-05 1.56017e-06 1.56841e-06 2.69149e-06 1.56841e-06 2.36194e-05 -1.50821e+00
3.21759e-04 6.06418e-05 9.96931e-06 2.11047e-04 7.26710e-05 2.58085e-06 1.50068e-05 1.91768e-05 -2.59424e-01
2.31481e-04 4.19074e-05 9.86611e-06 1.86139e-04 5.22822e-05 2.56238e-06 1.91916e-05 1.51411e-05 -1.29530e+00
9.25926e-05 1.66046e-05 9.80298e-06 7.69183e-05 2.09133e-05 2.57907e-06 8.42758e-06 2.56905e-05 9.05784e-01
9.25926e-06 1.41420e-06 9.79188e-06 4.76899e-06 2.09136e-06 2.72480e-06 2.09136e-06 2.77813e-05 4.32487e-01
0.00000e+00 0.00000e+00 9.84769e-06 -2.78390e-06 0.00000e+00 2.89826e-06 9.80011e-25 2.84723e-05 1.45051e+00
0.00000e+00 0.00000e+00 9.94690e-06 -3.38762e-06 0.00000e+00 3.35506e-06 3.13465e-38 2.64675e-05 -8.07432e-01
0.00000e+00 0.00000e+00 1.00585e-05 -3.38956e-06 0.00000e+00 3.36987e-06 0.00000e+00 2.42613e-05 -6.24914e-01
0.00000e+00 0.00000e+00 1.01586e-05 -3.12282e-06 0.00000e+00 3.09431e-06 0.00000e+00 2.32446e-05 -1.97132e-01
0.00000e+00 0.00000e+00 1.02273e-05 -2.44402e-06 0.00000e+00 2.38565e-06 -1.19553e-25 2.65986e-05 1.16102e+00
0.00000e+00 0.00000e+00 1.02483e-05 -2.82471e-06 0.00000e+00 2.80289e-06 1.27170e-22 2.88241e-05 -3.03876e-01
2.08333e-05 3.19215e-06 1.02217e-05 9.90045e-06 4.72027e-06 2.98797e-06 4.72027e-06 2.33820e-05 -1.53427e+00
2.06019e-04 3.67946e-05 1.01648e-05 1.46665e-04 4.67080e-05 2.31782e-06 1.50180e-05 1.72620e-05 -2.47232e-01
4.62963e-06 7.08268e-07 1.00913e-05 4.40089e-07 1.05021e-06 2.40079e-06 6.23004e-06 2.88499e-05 1.27756e-01
2.31481e-06 3.53890e-07 1.00163e-05 -1.24321e-06 5.25420e-07 2.62621e-06 5.25420e-07 3.38420e-05 1.30706e-02
0.00000e+00 0.00000e+00 9.95161e-06 -2.56858e-06 0.00000e+00 2.52712e-06 4.02410e-24 3.19557e-05 5.14149e-01
0.00000e+00 0.00000e+00 9.89421e-06 -3.26165e-06 0.00000e+00 3.20430e-06 2.98882e-26 2.68848e-05 -2.74792e-01
0.00000e+00 0.00000e+00 9.83875e-06 -2.29651e-06 0.00000e+00 2.22873e-06 0.00000e+00 2.38986e-05 1.01293e+00
0.00000e+00 0.00000e+00 9.78048e-06 -2.68731e-06 0.00000e+00 2.65408e-06 0.00000e+00 2.43610e-05 9.95388e-01
4.16667e-05 6.39993e-06 9.71517e-06 2.34213e-05 9.48519e-06 2.59874e-06 9.20890e-06 2.67689e-05 9.84765e-01
1.15741e-05 1.75996e-06 9.62016e-06 4.18041e-06 2.63628e-06 2.95330e-06 2.63628e-06 2.10687e-05 -2.14093e+00
0.00000e+00 0.00000e+00 9.50835e-06 -3.01187e-06 0.00000e+00 2.94391e-06 0.00000e+00 2.43302e-05 -8.88067e-01
0.00000e+00 0.00000e+00 9.38633e-06 -2.25115e-06 0.00000e+00 2.16569e-06 0.00000e+00 2.82126e-05 4.77186e+00
0.00000e+00 0.00000e+00 9.25140e-06 -3.06158e-06 0.00000e+00 2.96502e-06 -1.18975e-23 2.71294e-05 2.29103e+00
0.00000e+00 0.00000e+00 9.10376e-06 -2.45825e-06 0.00000e+00 2.37837e-06 1.58813e-23 3.30093e-05 4.99969e+00
0.00000e+00 0.00000e+00 8.94044e-06 -3.90187e-06 0.00000e+00 3.86017e-06 0.00000e+00 2.69457e-05 -3.15856e+00
0.00000e+00 0.00000e+00 8.76820e-06 -3.00009e-06 0.00000e+00 2.91134e-06 0.00000e+00 3.22378e-05 1.44290e+00
0.00000e+00 0.00000e+00 8.58203e-06 -2.71333e-06 0.00000e+00 2.64189e-06 0.00000e+00 3.50364e-05 2.61538e+00
0.00000e+00 0.00000e+00 8.38301e-06 -3.65498e-06 0.00000e+00 3.55640e-06 0.00000e+00 3.95076e-05 4.42158e+00
2.31481e-06 3.45679e-07 8.17244e-06 -2.34947e-06 5.29883e-07 3.76842e-06 5.29883e-07 2.54475e-05 -3.32355e+00
