atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
7.63889e-05 1.30035e-05 1.13905e-05 4.97103e-05 1.72525e-05 2.48930e-06 1.10858e-05 2.82377e-05 2.78858e+00
0.00000e+00 0.00000e+00 1.06661e-05 -2.58031e-06 0.00000e+00 2.51309e-06 0.00000e+00 2.34844e-05 1.25245e+00
1.85185e-05 2.84717e-06 1.04729e-05 8.92273e-06 4.18258e-06 2.52236e-06 4.18258e-06 2.86795e-05 8.34452e-01
0.00000e+00 0.00000e+00 1.03407e-05 -2.65901e-06 0.00000e+00 2.60602e-06 0.00000e+00 2.37354e-05 -2.65913e-01
1.85185e-05 2.83939e-06 1.02241e-05 9.06961e-06 4.18273e-06 2.40634e-06 4.18273e-06 2.44671e-05 -6.23477e-01
2.84722e-04 5.06511e-05 1.01136e-05 1.92271e-04 6.43106e-05 2.03979e-06 2.88143e-05 1.86576e-05 9.20428e-02
0.00000e+00 0.00000e+00 1.00120e-05 6.85031e-06 0.00000e+00 2.63574e-06 0.00000e+00 3.13722e-05 1.80944e+00
1.85185e-05 2.83133e-06 9.92972e-06 9.40987e-06 4.18549e-06 3.31450e-06 4.18549e-06 2.16815e-05 -2.17706e+00
8.79630e-05 1.62303e-05 9.87499e-06 6.28725e-05 1.98934e-05 3.19209e-06 5.77615e-06 2.08931e-05 -2.01320e+00
1.73611e-04 3.13042e-05 9.83734e-06 1.12212e-04 3.92876e-05 2.65301e-06 1.49951e-05 1.87095e-05 2.58009e-01
0.00000e+00 0.00000e+00 9.81435e-06 8.01158e-06 0.00000e+00 2.69964e-06 9.21897e-25 2.81564e-05 1.92144e+00
0.00000e+00 0.00000e+00 9.80668e-06 -1.41016e-06 0.00000e+00 2.80704e-06 0.00000e+00 2.72488e-05 7.78968e-01
0.00000e+00 0.00000e+00 9.81550e-06 -2.49346e-06 0.00000e+00 2.60448e-06 0.00000e+00 2.91271e-05 1.92451e+00
0.00000e+00 0.00000e+00 9.82712e-06 -3.02039e-06 0.00000e+00 2.96887e-06 5.97765e-26 2.56866e-05 6.62154e-01
9.25926e-06 1.41267e-06 9.83183e-06 3.10534e-06 2.10168e-06 2.62429e-06 2.10168e-06 2.12748e-05 -7.37251e-01
0.00000e+00 0.00000e+00 9.82364e-06 -2.81368e-06 0.00000e+00 2.79594e-06 0.00000e+00 3.02987e-05 1.48525e+00
0.00000e+00 0.00000e+00 9.79807e-06 -3.25080e-06 0.00000e+00 3.23299e-06 1.27050e-22 2.69288e-05 -9.40522e-01
2.54630e-05 3.88024e-06 9.75998e-06 1.30584e-05 5.78981e-06 2.70981e-06 5.78843e-06 2.27450e-05 -9.32680e-01
1.85185e-05 2.82002e-06 9.71030e-06 9.23314e-06 4.21321e-06 2.18468e-06 4.21321e-06 2.56604e-05 1.78456e+00
9.72222e-05 1.79080e-05 9.64976e-06 7.02383e-05 2.21321e-05 2.69157e-06 6.32274e-06 1.87601e-05 -1.70409e+00
1.15741e-05 1.75904e-06 9.57225e-06 4.59666e-06 2.63628e-06 2.45089e-06 2.63628e-06 1.96741e-05 1.44035e+00
0.00000e+00 0.00000e+00 9.49919e-06 -2.85963e-06 0.00000e+00 2.83278e-06 5.67775e-26 2.04990e-05 -1.33083e+00
0.00000e+00 0.00000e+00 9.43017e-06 -3.35344e-06 0.00000e+00 3.33630e-06 0.00000e+00 2.10572e-05 -4.42055e+00
0.00000e+00 0.00000e+00 9.35349e-06 -2.81723e-06 0.00000e+00 2.80983e-06 8.90346e-25 2.07290e-05 -9.70344e-01
2.77778e-05 4.20631e-06 9.26098e-06 1.46213e-05 6.34130e-06 2.48668e-06 6.33603e-06 2.47240e-05 2.80626e+00
0.00000e+00 0.00000e+00 9.15052e-06 -3.52087e-06 0.00000e+00 3.50388e-06 0.00000e+00 2.46252e-05 -2.69232e+00
4.62963e-06 6.98684e-07 9.03058e-06 4.24187e-07 1.05805e-06 2.38086e-06 1.05805e-06 2.57480e-05 2.31175e+00
4.62963e-06 6.97738e-07 8.90105e-06 -6.95948e-07 1.05862e-06 3.55719e-06 1.05862e-06 2.39414e-05 -3.40766e+00
0.00000e+00 0.00000e+00 8.76086e-06 -2.84281e-06 0.00000e+00 2.79477e-06 0.00000e+00 3.46726e-05 2.45710e+00
0.00000e+00 0.00000e+00 8.60321e-06 -2.19498e-06 0.00000e+00 2.11815e-06 0.00000e+00 3.29595e-05 2.17429e+00
0.00000e+00 0.00000e+00 8.43396e-06 -2.06108e-06 0.00000e+00 1.96031e-06 0.00000e+00 2.82146e-05 2.06240e+00
1.38889e-05 2.07591e-06 8.25694e-06 5.50948e-06 3.18268e-06 3.05697e-06 3.18268e-06 2.64490e-05 -6.86549e-01
3.47222e-05 5.17602e-06 8.07390e-06 1.89037e-05 7.96089e-06 2.60252e-06 7.96089e-06 2.37180e-05 -2.69861e-01
1.04167e-04 1.88243e-05 7.89003e-06 7.56569e-05 2.39012e-05 2.94578e-06 7.42954e-07 2.77070e-05 -5.17632e-01
4.16667e-05 6.56725e-06 7.71086e-06 2.55995e-05 9.56303e-06 1.89700e-06 1.33903e-05 2.38517e-05 5.74248e-01
4.86111e-05 7.19876e-06 7.56005e-06 2.80875e-05 1.11626e-05 2.09989e-06 1.11535e-05 2.50350e-05 1.07171e+00
0.00000e+00 0.00000e+00 7.44463e-06 -2.80206e-06 0.00000e+00 2.69233e-06 1.21922e-23 2.69724e-05 -4.00120e-01
0.00000e+00 0.00000e+00 7.34870e-06 -2.22849e-06 0.00000e+00 2.19013e-06 1.26931e-22 2.33680e-05 -1.65082e+00
6.94444e-06 1.02381e-06 7.25723e-06 1.44941e-06 1.59656e-06 2.77956e-06 1.59656e-06 2.97258e-05 1.74363e+00
1.85185e-05 2.72563e-06 7.15250e-06 9.45750e-06 4.25822e-06 1.99046e-06 4.25822e-06 2.44788e-05 2.22734e-01
6.71296e-05 1.02241e-05 7.03701e-06 4.16095e-05 1.54387e-05 1.70195e-06 1.34325e-05 2.52174e-05 1.02071e+00
0.00000e+00 0.00000e+00 6.91316e-06 -2.48336e-06 0.00000e+00 2.37777e-06 1.02024e-07 3.08825e-05 1.36496e+00
2.31481e-06 3.38971e-07 6.78846e-06 -1.31828e-06 5.32549e-07 2.74687e-06 5.32549e-07 2.58254e-05 -2.57117e+00
0.00000e+00 0.00000e+00 6.66860e-06 -2.91268e-06 0.00000e+00 2.84865e-06 5.97765e-26 3.53671e-05 2.22085e+00
0.00000e+00 0.00000e+00 6.53794e-06 -2.99849e-06 0.00000e+00 2.94476e-06 -1.73875e-38 2.71082e-05 -6.66562e-01
0.00000e+00 0.00000e+00 6.40005e-06 -1.85368e-06 0.00000e+00 1.76636e-06 1.20726e-23 2.96548e-05 2.75455e+00
4.62963e-06 6.71803e-07 6.24948e-06 4.64190e-07 1.06582e-06 2.40981e-06 1.06582e-06 3.29503e-05 4.75282e-01
0.00000e+00 0.00000e+00 6.08726e-06 -1.98108e-06 0.00000e+00 1.94186e-06 4.67671e-25 3.05159e-05 1.25733e+00
0.00000e+00 0.00000e+00 5.91918e-06 -2.98169e-06 0.00000e+00 2.90215e-06 1.27050e-22 2.39865e-05 -2.06357e+00
1.92130e-04 3.38061e-05 5.75108e-06 1.05552e-04 4.42535e-05 2.79598e-06 1.13115e-05 2.07134e-05 -1.75661e+00
2.31481e-06 3.32622e-07 5.58472e-06 3.17602e-05 5.33264e-07 2.17593e-06 5.33264e-07 3.71127e-05 3.79335e+00
5.85648e-04 1.05385e-04 5.43439e-06 1.69724e-04 1.34938e-04 1.88793e-06 1.86394e-05 2.98111e-05 2.63545e+00
3.00926e-04 5.29202e-05 5.32676e-06 3.57054e-04 6.93474e-05 2.31245e-06 9.77635e-06 2.67004e-05 -1.71371e-01
6.25000e-05 8.92253e-06 5.28716e-06 1.67807e-04 1.44054e-05 1.55081e-06 2.01315e-05 1.72489e-05 -1.67408e+00
1.13426e-04 1.94844e-05 5.38291e-06 1.14002e-04 2.61474e-05 1.95845e-06 8.77948e-06 3.04591e-05 1.90675e+00
7.17593e-05 1.22649e-05 5.67705e-06 5.71854e-05 1.65451e-05 2.88814e-06 6.07674e-06 2.33163e-05 -2.76449e+00
0.00000e+00 0.00000e+00 6.09867e-06 -2.22511e-06 0.00000e+00 2.95784e-06 0.00000e+00 2.67720e-05 -1.51798e+00
9.25926e-06 1.35026e-06 6.51578e-06 3.86673e-06 2.13557e-06 1.85332e-06 2.13557e-06 3.51919e-05 3.60710e+00
0.00000e+00 0.00000e+00 6.85098e-06 -2.56972e-06 0.00000e+00 2.55021e-06 0.00000e+00 3.09351e-05 -5.99125e-01
5.78704e-05 9.34479e-06 7.10161e-06 3.70251e-05 1.33518e-05 2.41447e-06 8.97553e-06 2.37394e-05 2.73913e-01
3.93519e-05 5.80236e-06 7.28325e-06 2.24594e-05 9.08075e-06 1.89939e-06 9.07334e-06 2.80740e-05 2.58474e+00
0.00000e+00 0.00000e+00 7.41271e-06 -2.87069e-06 0.00000e+00 2.75200e-06 0.00000e+00 3.10509e-05 1.71281e+00
0.00000e+00 0.00000e+00 7.50428e-06 -2.27900e-06 0.00000e+00 2.16764e-06 0.00000e+00 3.42309e-05 3.09371e+00
0.00000e+00 0.00000e+00 7.56577e-06 -3.53118e-06 0.00000e+00 3.47404e-06 0.00000e+00 2.67653e-05 -4.17111e+00
0.00000e+00 0.00000e+00 7.60349e-06 -3.42629e-06 0.00000e+00 3.40687e-06 0.00000e+00 2.41157e-05 -4.57704e+00
7.63889e-05 1.28192e-05 7.61962e-06 5.13232e-05 1.76420e-05 2.43215e-06 9.76277e-06 1.97030e-05 -1.84172e+00
3.00926e-05 4.45231e-06 7.61662e-06 1.63050e-05 6.95104e-06 2.20836e-06 6.95104e-06 2.72956e-05 3.92279e+00
3.93519e-05 5.83001e-06 7.59716e-06 2.17649e-05 9.09132e-06 2.58922e-06 9.04040e-06 2.32185e-05 -4.89277e-01
3.12500e-04 5.77324e-05 7.56884e-06 1.35625e-04 7.22015e-05 2.83420e-06 1.22115e-05 2.39968e-05 1.70546e+00
4.39815e-05 6.56611e-06 7.53468e-06 1.07126e-04 1.01616e-05 3.31412e-06 9.81173e-06 1.90468e-05 -3.87114e+00
4.86111e-05 7.18397e-06 7.50798e-06 4.55878e-05 1.12312e-05 2.53879e-06 1.12158e-05 2.16782e-05 8.83482e-01
0.00000e+00 0.00000e+00 7.50378e-06 6.90891e-07 0.00000e+00 1.95042e-06 0.00000e+00 4.25286e-05 8.37347e+00
9.02778e-05 1.43262e-05 7.52363e-06 5.75653e-05 2.08577e-05 2.86133e-06 1.57286e-05 1.96284e-05 -1.74398e+00
2.31481e-06 3.42220e-07 7.56278e-06 -1.66191e-06 5.34811e-07 3.06378e-06 5.34811e-07 2.51659e-05 -1.00741e+00
0.00000e+00 0.00000e+00 7.60377e-06 -2.16532e-06 0.00000e+00 2.01221e-06 -5.97765e-26 3.37854e-05 4.50617e+00
0.00000e+00 0.00000e+00 7.63933e-06 -3.27651e-06 0.00000e+00 3.19824e-06 1.19553e-25 2.53443e-05 -2.64534e+00
0.00000e+00 0.00000e+00 7.66653e-06 -2.93160e-06 0.00000e+00 2.77472e-06 0.00000e+00 2.57156e-05 2.69197e-01
1.66667e-04 2.90284e-05 7.68010e-06 1.18890e-04 3.85055e-05 2.79902e-06 1.59126e-05 1.90165e-05 -2.70578e+00
0.00000e+00 0.00000e+00 7.68059e-06 -2.33850e-06 0.00000e+00 2.19972e-06 0.00000e+00 2.79029e-05 1.56735e+00
8.10185e-05 1.36412e-05 7.67398e-06 5.48041e-05 1.87177e-05 2.28765e-06 1.01701e-05 1.97279e-05 7.64622e-01
1.62037e-05 2.39877e-06 7.66761e-06 6.95373e-06 3.74352e-06 2.98747e-06 3.74352e-06 2.55883e-05 -6.87643e-02
0.00000e+00 0.00000e+00 7.65971e-06 -2.26967e-06 0.00000e+00 2.11420e-06 8.15789e-25 3.22519e-05 4.03104e+00
0.00000e+00 0.00000e+00 7.64870e-06 -1.99835e-06 0.00000e+00 1.92196e-06 -1.39590e-38 2.81079e-05 8.08439e-01
4.62963e-06 6.85037e-07 7.63330e-06 1.10354e-06 1.06956e-06 1.65669e-06 1.06956e-06 3.16929e-05 5.42076e+00
1.85185e-04 3.16297e-05 7.60879e-06 1.18331e-04 4.27822e-05 2.59021e-06 2.07484e-05 2.53027e-05 1.76213e+00
1.62037e-05 2.39600e-06 7.57711e-06 1.74267e-05 3.74342e-06 2.82000e-06 3.74342e-06 1.87896e-05 -2.57067e+00
0.00000e+00 0.00000e+00 7.54061e-06 -1.03024e-06 0.00000e+00 2.25694e-06 0.00000e+00 3.54780e-05 5.47638e+00
3.93519e-05 5.81994e-06 7.50081e-06 2.14869e-05 9.09105e-06 2.84168e-06 9.05081e-06 2.68476e-05 2.33658e+00
0.00000e+00 0.00000e+00 7.46177e-06 -2.61351e-06 0.00000e+00 2.50054e-06 3.81005e-25 4.51271e-05 6.64219e+00
0.00000e+00 0.00000e+00 7.41633e-06 -3.41298e-06 0.00000e+00 3.35886e-06 0.00000e+00 3.03754e-05 -1.78646e-01
0.00000e+00 0.00000e+00 7.36989e-06 -3.16143e-06 0.00000e+00 3.03249e-06 0.00000e+00 2.80309e-05 6.83713e-01
0.00000e+00 0.00000e+00 7.31453e-06 -2.20411e-06 0.00000e+00 2.03933e-06 0.00000e+00 4.04251e-05 6.03888e+00
0.00000e+00 0.00000e+00 7.22086e-06 -3.60664e-06 0.00000e+00 3.59185e-06 6.09608e-24 2.60395e-05 -2.49591e+00
0.00000e+00 0.00000e+00 7.09330e-06 -3.13270e-06 0.00000e+00 3.12920e-06 0.00000e+00 2.06602e-05 -3.27078e+00
0.00000e+00 0.00000e+00 6.95109e-06 -2.97093e-06 0.00000e+00 2.68165e-06 0.00000e+00 3.02251e-05 4.56596e+00
0.00000e+00 0.00000e+00 6.79276e-06 -3.38255e-06 0.00000e+00 3.36894e-06 0.00000e+00 2.42485e-05 -1.84787e+00
1.87500e-04 3.31954e-05 6.62861e-06 1.40469e-04 4.33140e-05 1.23056e-06 6.42977e-06 2.93019e-05 3.35562e+00
9.72222e-05 1.52792e-05 6.46047e-06 6.32060e-05 2.24590e-05 2.21858e-06 2.09910e-05 1.74701e-05 -3.11614e+00
2.31481e-05 3.36418e-06 6.33298e-06 1.21642e-05 5.34734e-06 2.23920e-06 6.70455e-06 1.96120e-05 -2.11704e+00
0.00000e+00 0.00000e+00 6.26141e-06 -2.98689e-06 0.00000e+00 2.93897e-06 1.34447e-26 2.46055e-05 6.01866e-02
0.00000e+00 0.00000e+00 6.20705e-06 -2.16302e-06 0.00000e+00 1.85541e-06 -1.37141e-38 3.78225e-05 7.75795e+00
2.31481e-06 3.35333e-07 6.15277e-06 -2.03267e-06 5.34438e-07 3.47159e-06 5.34438e-07 2.32852e-05 -3.30904e+00
0.00000e+00 0.00000e+00 6.10239e-06 -3.13575e-06 0.00000e+00 3.06688e-06 -1.34447e-26 2.68969e-05 9.41874e-01
0.00000e+00 0.00000e+00 6.04362e-06 -3.34893e-06 0.00000e+00 3.24187e-06 2.68893e-26 3.10460e-05 1.43074e+00
1.22685e-04 2.13137e-05 5.95391e-06 8.45383e-05 2.83094e-05 2.97244e-06 9.12504e-06 2.31653e-05 4.75920e-01
0.00000e+00 0.00000e+00 5.85049e-06 1.05715e-06 0.00000e+00 2.99505e-06 4.07895e-25 2.60006e-05 8.77398e-01
4.62963e-06 6.66135e-07 5.75529e-06 -1.29190e-07 1.06788e-06 3.47359e-06 1.06788e-06 2.36828e-05 -2.51436e+00
0.00000e+00 0.00000e+00 5.67317e-06 -3.17816e-06 0.00000e+00 3.19249e-06 0.00000e+00 2.57887e-05 -1.07533e+00
0.00000e+00 0.00000e+00 5.58907e-06 -2.93520e-06 0.00000e+00 2.86469e-06 0.00000e+00 2.59975e-05 4.57232e-01
0.00000e+00 0.00000e+00 5.49475e-06 -3.00014e-06 0.00000e+00 2.88583e-06 -3.81005e-25 2.72421e-05 1.48840e+00
0.00000e+00 0.00000e+00 5.38727e-06 -3.38724e-06 0.00000e+00 3.30820e-06 3.67561e-25 2.87484e-05 1.20954e-01
0.00000e+00 0.00000e+00 5.26701e-06 -2.86252e-06 0.00000e+00 2.66938e-06 1.22191e-23 2.53738e-05 1.72474e+00
2.31481e-06 3.29614e-07 5.13883e-06 -1.31566e-06 5.33332e-07 2.49389e-06 5.33332e-07 2.07354e-05 -7.74246e-02
0.00000e+00 0.00000e+00 5.00576e-06 -3.24833e-06 0.00000e+00 3.15480e-06 -1.19553e-25 2.48243e-05 -1.47771e+00
0.00000e+00 0.00000e+00 4.86631e-06 -2.61084e-06 0.00000e+00 2.56893e-06 1.19553e-25 2.56955e-05 1.16474e+00
2.31481e-06 3.26627e-07 4.72326e-06 -1.61806e-06 5.33021e-07 2.99988e-06 5.33021e-07 2.48867e-05 3.69224e-02
6.20370e-04 1.06932e-04 4.57970e-06 3.63834e-04 1.42821e-04 2.07711e-06 3.16633e-05 1.21991e-05 -1.42328e+00
3.70370e-05 5.20060e-06 4.46258e-06 1.10438e-04 8.52493e-06 2.36880e-06 1.20729e-05 1.88382e-05 -1.78373e+00
7.17593e-05 1.09396e-05 4.42337e-06 6.56639e-05 1.65137e-05 2.63629e-06 1.17159e-05 2.24866e-05 1.61663e+00
2.31481e-06 3.24734e-07 4.43638e-06 9.05975e-07 5.32595e-07 3.49825e-06 5.32595e-07 2.80297e-05 -1.56639e+00
0.00000e+00 0.00000e+00 4.49612e-06 -2.90074e-06 0.00000e+00 3.14621e-06 -1.56733e-38 2.95036e-05 1.52794e+00
0.00000e+00 0.00000e+00 4.58251e-06 -3.10225e-06 0.00000e+00 3.07323e-06 -1.34447e-26 2.53904e-05 6.87691e-02
1.27315e-04 2.16970e-05 4.67229e-06 9.16573e-05 2.92750e-05 2.64143e-06 8.89396e-06 2.45003e-05 2.15388e+00
0.00000e+00 0.00000e+00 4.75166e-06 -1.53443e-06 0.00000e+00 3.42481e-06 0.00000e+00 2.22747e-05 -4.28285e+00
2.31481e-06 3.27526e-07 4.82330e-06 -9.79945e-07 5.32056e-07 2.53512e-06 5.32056e-07 2.71361e-05 2.03181e+00
0.00000e+00 0.00000e+00 4.88553e-06 -2.80956e-06 0.00000e+00 2.65935e-06 0.00000e+00 3.00019e-05 3.10517e+00
0.00000e+00 0.00000e+00 4.93462e-06 -2.64027e-06 0.00000e+00 2.61135e-06 -1.58813e-23 3.03854e-05 8.76496e-01
0.00000e+00 0.00000e+00 4.96871e-06 -2.77126e-06 0.00000e+00 2.74321e-06 1.58813e-23 2.60871e-05 4.77664e-01
0.00000e+00 0.00000e+00 4.98750e-06 -2.40421e-06 0.00000e+00 2.30492e-06 -1.37141e-38 3.04746e-05 2.88787e+00
0.00000e+00 0.00000e+00 4.98913e-06 -3.48930e-06 0.00000e+00 3.43691e-06 -1.98516e-24 2.92793e-05 -5.29233e-01
0.00000e+00 0.00000e+00 4.97549e-06 -3.01910e-06 0.00000e+00 2.98869e-06 1.00664e-23 2.57679e-05 2.48014e-01
0.00000e+00 0.00000e+00 4.94785e-06 -2.83853e-06 0.00000e+00 2.76790e-06 1.27050e-22 2.20094e-05 -2.13128e-01
2.31481e-06 3.28221e-07 4.90302e-06 -1.38188e-06 5.31195e-07 2.83128e-06 5.31195e-07 2.40357e-05 4.07860e-01
7.87037e-05 1.17280e-05 4.82033e-06 4.95098e-05 1.80570e-05 2.30355e-06 1.48775e-05 1.41598e-05 2.61828e-01
7.73148e-04 1.38209e-04 4.72618e-06 4.93870e-04 1.77348e-04 2.44825e-06 2.02098e-05 2.12006e-05 -5.97871e-01
1.64352e-04 2.87350e-05 4.68611e-06 2.17300e-04 3.76921e-05 2.40930e-06 7.55026e-06 2.28908e-05 1.63093e+00
6.48148e-05 1.06503e-05 4.79419e-06 6.78432e-05 1.48615e-05 2.04887e-06 6.72968e-06 2.17582e-05 1.86228e+00
0.00000e+00 0.00000e+00 5.11685e-06 4.14541e-07 0.00000e+00 3.07450e-06 0.00000e+00 2.69920e-05 5.53889e-01
0.00000e+00 0.00000e+00 5.50876e-06 -2.99537e-06 0.00000e+00 3.33395e-06 0.00000e+00 2.73352e-05 -1.05261e+00
0.00000e+00 0.00000e+00 5.85069e-06 -2.70362e-06 0.00000e+00 2.68699e-06 0.00000e+00 2.39498e-05 -8.22304e-04
0.00000e+00 0.00000e+00 6.11675e-06 -2.96491e-06 0.00000e+00 2.92234e-06 0.00000e+00 2.93524e-05 2.01024e+00
6.48148e-05 1.09407e-05 6.31258e-06 4.45433e-05 1.48463e-05 2.34912e-06 6.79966e-06 2.77928e-05 2.64638e+00
6.94444e-05 1.17008e-05 6.45559e-06 4.79538e-05 1.59035e-05 1.96255e-06 7.59384e-06 2.14686e-05 9.29586e-01
1.15741e-05 1.69193e-06 6.56380e-06 4.48549e-06 2.65003e-06 2.43757e-06 2.65003e-06 2.56130e-05 2.37403e+00
0.00000e+00 0.00000e+00 6.64731e-06 -3.52736e-06 0.00000e+00 3.50155e-06 1.27050e-22 2.34171e-05 -3.80628e+00
3.00926e-05 4.40883e-06 6.71184e-06 1.67730e-05 6.88730e-06 1.96165e-06 6.88730e-06 2.23509e-05 2.52226e+00
0.00000e+00 0.00000e+00 6.75765e-06 -2.72752e-06 0.00000e+00 2.65747e-06 2.52973e-16 2.08079e-05 1.21693e-01
0.00000e+00 0.00000e+00 6.78628e-06 -3.32621e-06 0.00000e+00 3.32355e-06 0.00000e+00 2.44875e-05 -1.62416e+00
0.00000e+00 0.00000e+00 6.79776e-06 -2.08240e-06 0.00000e+00 1.98074e-06 0.00000e+00 2.54462e-05 2.90057e+00
0.00000e+00 0.00000e+00 6.79440e-06 -3.33489e-06 0.00000e+00 3.33272e-06 2.39106e-25 2.13010e-05 -2.75298e+00
0.00000e+00 0.00000e+00 6.77788e-06 -2.73943e-06 0.00000e+00 2.71458e-06 0.00000e+00 2.20025e-05 1.11123e+00
6.94444e-06 1.01822e-06 6.74653e-06 1.42180e-06 1.58745e-06 2.88395e-06 1.58745e-06 2.92957e-05 1.06872e+00
0.00000e+00 0.00000e+00 6.69845e-06 -3.65261e-06 0.00000e+00 3.64148e-06 0.00000e+00 2.86766e-05 -2.73833e+00
3.47222e-05 5.08217e-06 6.61810e-06 1.86856e-05 7.93398e-06 3.01471e-06 7.92260e-06 2.24397e-05 -8.54117e-01
6.94444e-05 1.15294e-05 6.50132e-06 4.67441e-05 1.58647e-05 2.62455e-06 8.52879e-06 1.95180e-05 -1.48683e+00
3.93518e-05 5.74059e-06 6.37899e-06 2.18947e-05 8.98814e-06 2.69370e-06 8.97524e-06 1.91832e-05 2.04935e-01
0.00000e+00 0.00000e+00 6.26754e-06 -3.33412e-06 0.00000e+00 3.30191e-06 0.00000e+00 2.57831e-05 -8.72269e-01
3.70370e-05 5.38397e-06 6.17100e-06 2.01819e-05 8.45592e-06 2.97010e-06 8.45592e-06 2.05753e-05 -4.51473e-01
6.01852e-05 9.04255e-06 6.08356e-06 3.62293e-05 1.37380e-05 2.65519e-06 1.21112e-05 1.87127e-05 7.64553e-03
9.95370e-05 1.70829e-05 6.00018e-06 7.06367e-05 2.27158e-05 3.17597e-06 8.59643e-06 2.30383e-05 -4.06628e-01
1.41204e-04 2.51956e-05 5.92697e-06 1.06147e-04 3.22125e-05 2.84210e-06 6.93999e-06 2.32704e-05 7.25641e-01
6.94444e-05 1.10676e-05 5.87336e-06 4.51541e-05 1.58362e-05 2.74508e-06 1.03942e-05 2.32585e-05 6.88250e-01
3.88889e-04 6.75886e-05 5.83486e-06 2.81006e-04 8.86484e-05 2.03083e-06 2.80958e-05 1.44984e-05 5.36764e-01
3.24074e-05 4.83336e-06 5.82856e-06 2.62576e-05 7.38451e-06 3.42536e-06 6.60158e-06 2.62318e-05 -2.58457e+00
1.87500e-04 3.24260e-05 5.90073e-06 1.11721e-04 4.27081e-05 2.08260e-06 1.46447e-05 2.51035e-05 4.17367e+00
0.00000e+00 0.00000e+00 6.04947e-06 2.09757e-05 0.00000e+00 2.43268e-06 5.37786e-26 2.56124e-05 1.32360e+00
6.94444e-06 1.01242e-06 6.24966e-06 3.72293e-06 1.58054e-06 4.21736e-06 1.58054e-06 2.82754e-05 -1.80523e+00
0.00000e+00 0.00000e+00 6.46063e-06 -3.25764e-06 0.00000e+00 3.57490e-06 -0.00000e+00 3.15670e-05 1.30567e+00
0.00000e+00 0.00000e+00 6.64530e-06 -3.07893e-06 0.00000e+00 3.05599e-06 3.97032e-24 2.52565e-05 -5.75401e-01
2.31481e-06 3.40297e-07 6.79220e-06 -1.83813e-06 5.26221e-07 3.23818e-06 5.26221e-07 2.48899e-05 1.07676e+00
1.62037e-05 2.38544e-06 6.90020e-06 7.06409e-06 3.68207e-06 3.04288e-06 3.68045e-06 2.09227e-05 -1.55008e+00
2.31481e-06 3.41036e-07 6.97515e-06 -1.18533e-06 5.25799e-07 2.52961e-06 5.25799e-07 2.09823e-05 -1.81959e+00
4.62963e-06 6.82970e-07 7.02201e-06 -5.73689e-07 1.05117e-06 3.44450e-06 1.05117e-06 2.28995e-05 -2.91072e+00
2.06019e-04 3.62425e-05 7.04590e-06 1.19342e-04 4.67582e-05 2.43155e-06 1.61777e-05 2.00193e-05 2.49740e+00
1.59722e-04 2.81092e-05 7.05216e-06 1.36685e-04 3.62358e-05 2.08803e-06 1.24823e-05 1.84261e-05 2.24491e+00
1.22685e-04 2.17327e-05 7.05400e-06 9.93496e-05 2.78219e-05 2.92123e-06 8.86275e-06 1.75297e-05 -2.88189e+00
3.33333e-04 6.20354e-05 7.08374e-06 1.76918e-04 7.55605e-05 2.83281e-06 8.53592e-06 1.98750e-05 1.05269e+00
1.80556e-04 3.16754e-05 7.17447e-06 1.95640e-04 4.09116e-05 2.53753e-06 1.49124e-05 1.65434e-05 -3.02032e-01
4.62963e-06 6.87015e-07 7.40208e-06 1.66816e-05 1.04858e-06 3.61914e-06 1.04858e-06 2.41069e-05 -3.16036e+00
2.68519e-04 4.95080e-05 7.77483e-06 1.94244e-04 6.07921e-05 2.36765e-06 1.17199e-05 1.72970e-05 7.40135e-01
1.55093e-04 2.84232e-05 8.19973e-06 1.27141e-04 3.50979e-05 2.55127e-06 8.33304e-06 1.84790e-05 -1.06957e+00
3.47222e-05 5.39903e-06 8.70942e-06 2.15907e-05 7.85441e-06 2.43358e-06 7.00995e-06 1.97894e-05 1.99995e-01
2.31481e-06 3.51418e-07 9.21580e-06 -3.61297e-07 5.23404e-07 1.96160e-06 5.23404e-07 1.98018e-05 1.08602e+00
7.17593e-05 1.17874e-05 9.61783e-06 4.54513e-05 1.62186e-05 2.59013e-06 1.18974e-05 1.47592e-05 -8.51202e-01
1.62037e-05 2.47865e-06 9.96974e-06 7.40609e-06 3.66069e-06 2.60224e-06 3.66069e-06 2.10612e-05 5.60144e-01
5.81127e-05 9.26834e-06 1.27758e-05 3.31299e-05 1.31229e-05 2.50524e-06 1.19392e-05 1.64792e-05 -7.93475e-01
8.70593e-05 1.40715e-05 1.69161e-05 5.13214e-05 1.96511e-05 2.08558e-06 1.90888e-05 1.22003e-05 -8.18570e-01
4.98626e-05 8.13008e-06 1.73698e-05 2.87024e-05 1.12501e-05 2.05488e-06 1.26061e-05 1.67365e-05 -1.50954e-01
0.00000e+00 0.00000e+00 1.78192e-05 -2.95933e-06 0.00000e+00 2.92272e-06 0.00000e+00 1.88081e-05 -6.26372e-01
0.00000e+00 0.00000e+00 1.79454e-05 -3.21596e-06 0.00000e+00 3.20598e-06 1.27050e-22 2.01228e-05 -9.75064e-01
